path,suffix,bytes,lines,sha256_12,doc_role,first_title,top_headings,csv_rows,csv_header,json_keys,kw_truth,kw_evidence,kw_mlpe,kw_common_cause,kw_engine_patch,kw_performance,kw_handoff,kw_roadmap,kw_artifact
docs/OPS_CONALOG_RUNTIME_ACTIVE_BRANCH_REGISTER_V1.md,.md,63513,314,370a65fc49c5,runtime_branch;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_ACTIVE_BRANCH_REGISTER_V1,# OPS_CONALOG_RUNTIME_ACTIVE_BRANCH_REGISTER_V1 || ## Purpose || ## Current Branch || ## Completed Runtime Branches || ## Decision Locks || ## Next Safe Implementation,,,,114,109,37,107,30,20,63,19,68
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_001_SUBGROUP_COMMON_CAUSE_DIRECT_GATING_V1.md,.md,7462,110,ccbf2b243fdc,runtime_branch;gate_contract;common_cause;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_001_SUBGROUP_COMMON_CAUSE_DIRECT_GATING_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_001_SUBGROUP_COMMON_CAUSE_DIRECT_GATING_V1 || ## [BR-20260423-001] subgroup common-cause direct gating || ## 1. 이슈 요약 || ## 2. 왜 브랜치인가 || ## 3. 현재까지의 근거 || ### 3.1 shadow evidence는 유효하다,,,,0,5,2,53,0,0,2,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_002_DEGRADATION_ONSET_FALLBACK_GUARD_V1.md,.md,8555,135,995abafbbee2,runtime_branch;gate_contract;common_cause;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_002_DEGRADATION_ONSET_FALLBACK_GUARD_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_002_DEGRADATION_ONSET_FALLBACK_GUARD_V1 || ## [BR-20260423-002] degradation onset fallback guard || ## 1. 이슈 요약 || ## 2. 왜 브랜치인가 || ## 3. 현재까지의 근거 || ### 3.1 대표 사례는 plausibility가 있다,,,,0,2,2,26,2,0,2,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_003_RAWONLY_CLUSTER_OPERATOR_EXPOSURE_BOUNDARY_V1.md,.md,4772,88,2833f5b9e46a,runtime_branch;gate_contract;operator_handoff;release_runtime;evidence_matrix,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_003_RAWONLY_CLUSTER_OPERATOR_EXPOSURE_BOUNDARY_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_003_RAWONLY_CLUSTER_OPERATOR_EXPOSURE_BOUNDARY_V1 || ## [BR-20260423-003] raw-only cluster/operator exposure boundary || ## 1. 이슈 요약 || ## 2. 왜 브랜치인가 || ## 3. 현재까지의 근거 || ### 3.1 row count만으로는 충분히 헷갈린다,,,,0,0,2,20,3,0,2,0,3
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_004_SECONDARY_WARNING_WINDOW_SELECTION_V1.md,.md,4894,86,930701234916,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_004_SECONDARY_WARNING_WINDOW_SELECTION_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_004_SECONDARY_WARNING_WINDOW_SELECTION_V1 || ## [BR-20260423-004] secondary warning window selection || ## 1. 이슈 요약 || ## 2. 패치 원칙 || ## 3. 추가 audit columns || ## 4. Shadow classification,,,,0,1,0,19,2,0,0,0,5
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_005_TRIGGER_ONLY_DECISION_SUMMARY_V1.csv,.csv,696,9,f9db45125698,runtime_branch;common_cause;release_runtime,,,8,metric|value|note,,0,0,0,9,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_005_TRIGGER_ONLY_ROOT_CLUSTER_SUMMARY_V1.csv,.csv,519,4,6a21f2f053ee,runtime_branch;performance_audit;release_runtime,,,3,site|panel_root|panel_count|onset_min|onset_max|strict_min|strict_max|avg_qualified_secondary_count|review_tiers,,0,0,0,1,0,2,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_005_TRIGGER_ONLY_SITE_TIER_SUMMARY_V1.csv,.csv,338,4,4be630b0b160,runtime_branch;common_cause;release_runtime,,,3,site|review_tier|panel_count|avg_gap_days|avg_qualified_secondary_count|avg_warning_days_between|strict_common|site_event|subgroup_common|root_clusters,,0,0,0,5,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_005_TRIGGER_ONLY_TO_PRECURSOR_REVIEW_V1.md,.md,4685,76,30f31d1ff08c,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_005_TRIGGER_ONLY_TO_PRECURSOR_REVIEW_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_005_TRIGGER_ONLY_TO_PRECURSOR_REVIEW_V1 || ## [BR-20260423-005] trigger-only to precursor review packet || ## 1. 이슈 요약 || ## 2. 이번 브랜치의 목적 || ## 3. Review packet 산출물 || ## 4. 핵심 결과,,,,0,1,0,15,2,2,0,0,15
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_006_SUPPORTED_CONTEXT_DAILY_SLICE_REVIEW_V1.md,.md,4184,61,cd127bb7e93c,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime;topology_grouping,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_006_SUPPORTED_CONTEXT_DAILY_SLICE_REVIEW_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_006_SUPPORTED_CONTEXT_DAILY_SLICE_REVIEW_V1 || ## [BR-20260423-006] supported-context daily slice review || ## 1. 이슈 요약 || ## 2. 이번 브랜치의 목적 || ## 3. 산출물 || ## 4. 핵심 결과,,,,0,4,0,10,2,2,0,0,10
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_006_SUPPORTED_CONTEXT_DAILY_SLICE_V1.csv,.csv,16332,54,321d60c4d677,runtime_branch;performance_audit;common_cause;release_runtime;topology_grouping,,,53,site|panel_id|date|days_from_cf_onset|days_to_cf_strict|signal_count|pre_ews|ews_warning|pre_alarm|prefault_B_effective|prefault_cond_ae|prefault_cond_dtw|prefault_cond_ews|prealarm_cond_ae_mid_or_hi|prealarm_cond_dtw_mid_or_hi|prealarm_cond_hs_mid_or_hi|site_event_soft|site_event_hard|subgroup_common_cause_candidate|cf_retrospective_onset_date|cf_strict_trigger_date|cf_gap_days|qualified_secondary_count|context_score|context_reasons,,0,28,0,82,0,28,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_006_SUPPORTED_CONTEXT_DECISION_SUMMARY_V1.csv,.csv,656,9,c4bd66f35ed7,runtime_branch;common_cause;release_runtime,,,8,metric|value|note,,0,2,0,3,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_006_SUPPORTED_CONTEXT_PANEL_SUMMARY_V1.csv,.csv,1789,5,91410a3f660b,runtime_branch;performance_audit;common_cause;release_runtime;topology_grouping,,,4,site|panel_id|cf_onset|cf_strict|cf_gap_days|slice_rows|slice_date_min|slice_date_max|signal_count_sum|signal_nonzero_days|qualified_secondary_count|context_score|context_reasons|case_site_event_history|case_strict_common_cause|case_terminal_evidence|pre_ews_days|ews_warning_days|pre_alarm_days|prefault_B_effective_days|prefault_cond_ae_days|prefault_cond_dtw_days|prefault_cond_ews_days|prealarm_cond_ae_mid_or_hi_days|prealarm_cond_dtw_mid_or_hi_days|prealarm_cond_hs_mid_or_hi_days|site_event_so,,0,3,0,12,0,2,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_007_KTC_STRICT_COMMON_DAILY_SLICE_V1.csv,.csv,7757,26,66ac2841c4bb,runtime_branch;common_cause;release_runtime;topology_grouping,,,25,site|panel_id|date|days_from_cf_onset|days_to_cf_strict|signal_count|pre_ews|ews_warning|pre_alarm|prefault_B_effective|prefault_cond_ae|prefault_cond_dtw|prefault_cond_ews|prealarm_cond_ae_mid_or_hi|prealarm_cond_dtw_mid_or_hi|prealarm_cond_hs_mid_or_hi|site_event_soft|site_event_hard|subgroup_common_cause_candidate|cf_retrospective_onset_date|cf_strict_trigger_date|cf_gap_days|qualified_secondary_count|context_score|context_reasons,,0,0,0,54,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_007_KTC_STRICT_COMMON_DECISION_SUMMARY_V1.csv,.csv,484,7,1a3c4e08ba86,runtime_branch;common_cause;operator_handoff;release_runtime,,,6,metric|value|note,,0,2,0,2,1,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_007_KTC_STRICT_COMMON_PANEL_PACKET_V1.csv,.csv,1959,3,000f1035e4c6,runtime_branch;common_cause;release_runtime;topology_grouping,,,2,site|panel_id|cf_onset|cf_strict|cf_gap_days|secondary_window_selected_onset_date|secondary_window_selected_marker|secondary_window_selected_gap_days|secondary_window_qualified_count|secondary_window_too_early_count|common_cause_anchor_date|common_cause_anchor_kind|strict_trigger_proximal_common_cause_flag|trigger_proximal_common_cause_flag|site_event_history_flag|common_cause_history_flag|slice_rows|signal_count_sum|signal_nonzero_days|pre_ews_days|ews_warning_days|pre_alarm_days|prealarm_cond_,,0,0,0,12,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_007_KTC_STRICT_COMMON_REVIEW_V1.md,.md,3469,59,dc06e38cf564,runtime_branch;gate_contract;common_cause;release_runtime;topology_grouping,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_007_KTC_STRICT_COMMON_REVIEW_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_007_KTC_STRICT_COMMON_REVIEW_V1 || ## [BR-20260423-007] KTC strict-common review || ## 1. 이슈 요약 || ## 2. 이번 브랜치의 목적 || ## 3. 산출물 || ## 4. 핵심 결과,,,,0,3,0,17,1,0,0,0,10
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_008_DECISION_BUCKET_RULES_V1.csv,.csv,1858,7,81de114afe97,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime,,,6,decision_bucket|operator_facing_change_allowed|current_panel_count|required_evidence|blocking_evidence|source_branch|next_action,,0,3,0,6,3,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_008_DECISION_STATUS_SUMMARY_V1.csv,.csv,1301,8,31e22ba67794,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime,,,7,source_branch|evidence_set|panel_count|decision_bucket|operator_facing_change|rationale,,0,1,0,4,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_008_PROMOTION_DECISION_CONTRACT_V1.md,.md,6580,134,0d98925d77d1,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_008_PROMOTION_DECISION_CONTRACT_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_008_PROMOTION_DECISION_CONTRACT_V1 || ## [BR-20260423-008] promotion decision contract || ## 1. 이슈 요약 || ## 2. 이번 브랜치의 목적 || ## 3. 입력 근거 || ## 4. Decision bucket contract,,,,0,6,0,13,9,0,0,0,2
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_009_PROMOTION_DECISION_BUCKET_SHADOW_V1.md,.md,5380,97,e205f2deedcc,runtime_branch;gate_contract;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_009_PROMOTION_DECISION_BUCKET_SHADOW_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_009_PROMOTION_DECISION_BUCKET_SHADOW_V1 || ## [BR-20260423-009] promotion decision bucket shadow column || ## 1. 이슈 요약 || ## 2. 패치 범위 || ## 3. 추가 audit columns || ## 4. Exclusive bucket 규칙,,,,0,2,0,14,3,0,0,0,13
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_010_PROMOTION_BUCKET_ACTION_QUEUE_V1.csv,.csv,13924,38,50dbe3484b6b,runtime_branch;performance_audit;operator_handoff;release_runtime;topology_grouping,,,37,review_priority|promotion_decision_bucket|recommended_action|review_focus_ko|site|panel_root|panel_id|retrospective_onset_date|strict_trigger_date|gap_days|secondary_window_selected_marker|secondary_window_qualified_count|secondary_window_too_early_count|promotion_decision_reason,,0,0,0,27,2,80,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_010_PROMOTION_BUCKET_PANEL_PACKET_V1.csv,.csv,54401,113,84385dfbce9d,runtime_branch;performance_audit;common_cause;operator_handoff;release_runtime;topology_grouping,,,112,review_priority|promotion_decision_bucket|recommended_action|review_focus_ko|site|panel_root|panel_id|패널고장여부_ko|사건유형_재판정_ko|최종고장양상_재판정_ko|retrospective_onset_date|strict_trigger_date|gap_days|onset_method|degradation_onset_backdate_guard_flag|secondary_window_change_class|secondary_window_review_tier|secondary_window_selected_onset_date|secondary_window_selected_marker|secondary_window_selected_gap_days|secondary_window_qualified_count|secondary_window_too_early_count|site_event_history_flag|sub,,0,0,0,33,2,88,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_010_PROMOTION_BUCKET_REVIEW_PACKET_V1.md,.md,4589,87,65afe85b4d21,runtime_branch;gate_contract;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_010_PROMOTION_BUCKET_REVIEW_PACKET_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_010_PROMOTION_BUCKET_REVIEW_PACKET_V1 || ## [BR-20260423-010] promotion bucket review packet || ## 1. 이슈 요약 || ## 2. 이번 브랜치의 목적 || ## 3. 산출물 || ## 4. 입력 실행,,,,0,0,0,7,3,0,0,0,10
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_010_PROMOTION_BUCKET_SITE_SUMMARY_V1.csv,.csv,965,9,efa73767c389,runtime_branch;common_cause;release_runtime,,,8,review_priority|promotion_decision_bucket|site|panel_count|root_cluster_count|avg_current_gap_days|max_current_gap_days|avg_secondary_selected_gap_days|max_secondary_selected_gap_days|avg_secondary_qualified_count|strict_common_count|site_event_count|recommended_action,,0,0,0,3,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_DATE_PAIR_SUMMARY_V1.csv,.csv,1123,13,7a43d2501126,runtime_branch;release_runtime,,,12,secondary_window_selected_onset_date|strict_trigger_date|panel_count|root_count|selected_gap_min|selected_gap_max|selected_marker_mix,,0,0,0,1,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_MARKER_SUMMARY_V1.csv,.csv,549,5,a31934d7f776,runtime_branch;common_cause;release_runtime,,,4,secondary_window_selected_marker|panel_count|root_count|selected_gap_min|selected_gap_mean|selected_gap_max|site_event_history_count|subgroup_common_cause_history_count|strict_trigger_proximal_common_cause_count|cluster_review_decision,,0,0,0,5,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_PANEL_PACKET_V1.csv,.csv,11552,27,fd57247511dc,runtime_branch;common_cause;operator_handoff;release_runtime;topology_grouping,,,26,review_priority|site|panel_root|panel_id|패널고장여부_ko|사건유형_재판정_ko|최종고장양상_재판정_ko|strict_trigger_date|secondary_window_selected_onset_date|secondary_window_selected_marker|secondary_window_selected_gap_days|secondary_window_qualified_count|secondary_window_too_early_count|site_event_history_flag|subgroup_common_cause_history_flag|common_cause_history_flag|strict_trigger_proximal_common_cause_flag|trigger_proximal_common_cause_flag|promotion_decision_bucket|promotion_decision_reason|cluster_review_dec,,0,0,0,33,0,76,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_RISK_DEEP_PACKET_V1.md,.md,5703,100,20ddb6f92acd,runtime_branch;gate_contract;performance_audit;common_cause;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_RISK_DEEP_PACKET_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_RISK_DEEP_PACKET_V1 || ## [BR-20260423-011] blocked cluster risk deep packet || ## 1. 이슈 요약 || ## 2. 입력 산출물 || ## 3. 새 산출물 || ## 4. 핵심 결과,,,,0,0,0,21,3,4,0,0,16
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_011_BLOCKED_CLUSTER_ROOT_SUMMARY_V1.csv,.csv,985,3,4415a73c2aa9,runtime_branch;performance_audit;common_cause;operator_handoff;release_runtime,,,2,site|panel_root|panel_count|selected_onset_min|selected_onset_max|strict_trigger_min|strict_trigger_max|selected_gap_min|selected_gap_mean|selected_gap_max|qualified_count_sum|qualified_count_mean|too_early_count_sum|too_early_count_mean|site_event_history_count|subgroup_common_cause_history_count|common_cause_history_count|strict_trigger_proximal_common_cause_count|trigger_proximal_common_cause_count|selected_marker_mix|cluster_review_decision|operator_facing_change_allowed,,0,0,0,7,0,2,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_012_G1_SUPPRESSION_SHADOW_PANEL_SIM_V1.csv,.csv,4815,8,9c22752f0799,runtime_branch;common_cause;operator_handoff;release_runtime;topology_grouping,,,7,site|panel_root|panel_id|패널고장여부_ko|사건유형_재판정_ko|최종고장양상_재판정_ko|current_precursor_onset_date|strict_trigger_date|gap_days|onset_method|degradation_onset_backdate_guard_flag|secondary_window_selected_onset_date|secondary_window_selected_marker|secondary_window_selected_gap_days|secondary_window_qualified_count|secondary_window_too_early_count|site_event_history_flag|subgroup_common_cause_history_flag|common_cause_history_flag|strict_trigger_proximal_common_cause_flag|trigger_proximal_common_cause_fl,,0,0,0,7,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_012_G1_SUPPRESSION_SHADOW_ROOT_SUMMARY_V1.csv,.csv,1357,4,ef5558bba544,runtime_branch;common_cause;operator_handoff;release_runtime,,,3,site|panel_root|panel_count|current_onset_min|current_onset_max|strict_trigger_min|strict_trigger_max|current_gap_min|current_gap_mean|current_gap_max|secondary_selected_onset_min|secondary_selected_onset_max|secondary_selected_gap_min|secondary_selected_gap_mean|secondary_selected_gap_max|site_event_history_count|subgroup_common_cause_history_count|common_cause_history_count|strict_trigger_proximal_common_cause_count|trigger_proximal_common_cause_count|shadow_precursor_removed_count|secondary_m,,0,0,0,7,0,0,0,0,0
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_012_G1_SUPPRESSION_SHADOW_SIMULATION_V1.md,.md,5512,104,3cdeb20fe137,runtime_branch;gate_contract;common_cause;operator_handoff;release_runtime,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_012_G1_SUPPRESSION_SHADOW_SIMULATION_V1,# OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_012_G1_SUPPRESSION_SHADOW_SIMULATION_V1 || ## [BR-20260423-012] G1 suppression shadow simulation || ## 1. 이슈 요약 || ## 2. G1 shadow rule || ## 3. 산출물 || ## 4. 핵심 결과,,,,0,1,0,15,3,0,0,1,13
docs/OPS_CONALOG_RUNTIME_BRANCH_BR_20260423_012_G1_SUPPRESSION_SHADOW_SUMMARY_V1.csv,.csv,816,11,111342d1368d,runtime_branch;common_cause;operator_handoff;release_runtime,,,10,metric|value|note,,0,0,0,6,1,0,0,0,0
