review_packet_id,site,panel_id,panel_root_id,panel_branch_id,subtype_promotion_blocker_detail_shadow,review_priority,default_decision_ko,review_question_ko,recommended_check_ko,사건유형_재판정_ko,최종고장양상_재판정_ko,earliest_warning_date,retrospective_onset_date,strict_trigger_date,first_final_fault_date,common_cause_anchor_date,common_cause_anchor_kind,gap_days,onset_confidence,onset_method,fault_family_hypothesis_shadow_ko,fault_subtype_hypothesis_shadow_ko,subtype_shape_confidence_shadow,subtype_confidence_shadow,subtype_promotion_blocker_shadow,subtype_promotion_blocker_reason_ko,subtype_hold_reason_ko,site_event_history_flag,group_off_history_flag,subgroup_common_cause_history_flag,common_cause_history_flag,strict_trigger_proximal_common_cause_flag,warning_proximal_common_cause_flag,trigger_proximal_common_cause_flag,secondary_window_candidate_flag,secondary_window_selected_onset_date,secondary_window_selected_marker,secondary_window_selected_gap_days,secondary_window_qualified_count,secondary_window_too_early_count,secondary_window_change_class,secondary_window_review_tier,promotion_decision_bucket,promotion_decision_reason,대표critical_source,대표anom_level,대표anom_subtype,algorithm_family_ko,algorithm_symptom_ko,detailed_fault_code,detailed_fault_label_ko,subtype_evidence_tags,subtype_production_write_allowed
BR023-060,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.5,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-20,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,1,1,1,2025-07-16,prealarm_cond_hs_mid_or_hi,118,41,7,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-061,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.6,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-18,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-14,prealarm_cond_hs_mid_or_hi,120,37,10,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-062,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.7,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-20,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,1,1,1,2025-07-15,prealarm_cond_dtw_mid_or_hi,119,48,7,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-063,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.8,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-20,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,1,1,1,2025-07-16,prealarm_cond_ae_mid_or_hi,118,45,16,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-064,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.9,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-17,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-16,prealarm_cond_ae_mid_or_hi,118,51,16,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-067,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.10,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-22,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,1,1,1,2025-07-15,prealarm_cond_ae_mid_or_hi,119,88,27,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-068,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.11,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-15,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-18,prealarm_cond_ae_mid_or_hi,116,54,18,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-069,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.12,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-15,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-14,prealarm_cond_ae_mid_or_hi,120,116,36,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-071,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.3,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-15,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-14,prealarm_cond_dtw_mid_or_hi,120,81,27,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-077,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.9,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-06-07,,2025-11-11,2025-11-11,2025-11-11,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-15,prealarm_cond_hs_mid_or_hi,119,88,14,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-065,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.0,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P2_group_episode_boundary_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",전조형 고장,진행성 악화,2025-11-16,2025-11-11,2025-11-12,2025-11-12,2025-11-12,strict_trigger,1,low,anom_subtype:degradation,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-17,prealarm_cond_hs_mid_or_hi,118,73,27,degradation_fallback_replaced_by_secondary,audit_no_event_flip,audit_provenance_only,BR008: audit_no_event_flip; audit/provenance only and no event flip,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=전조형 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,gap_days=1,onset_method=anom_subtype:degradation,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-066,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.1,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P2_group_episode_boundary_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",전조형 고장,진행성 악화,2025-11-15,2025-11-11,2025-11-12,2025-11-12,2025-11-12,strict_trigger,1,low,anom_subtype:degradation,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-16,prealarm_cond_hs_mid_or_hi,119,57,18,degradation_fallback_replaced_by_secondary,audit_no_event_flip,audit_provenance_only,BR008: audit_no_event_flip; audit/provenance only and no event flip,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=전조형 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,gap_days=1,onset_method=anom_subtype:degradation,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-075,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.7,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-17,,2025-11-12,2025-11-12,2025-11-12,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-19,prealarm_cond_hs_mid_or_hi,116,64,16,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-070,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.2,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-17,,2025-11-13,2025-11-13,2025-11-13,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-20,prealarm_cond_hs_mid_or_hi,116,44,19,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-072,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.4,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-15,,2025-11-13,2025-11-30,2025-11-13,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-16,prealarm_cond_ae_mid_or_hi,120,59,15,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-073,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.5,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-15,,2025-11-13,2025-11-17,2025-11-13,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-20,prealarm_cond_hs_mid_or_hi,116,52,17,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-074,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.6,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 간헐 접촉저항형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-06-07,,2025-11-13,2025-11-16,2025-11-13,strict_trigger,0,low,runtime_trigger_only,접속 불량·부분 개방 계열,간헐 접촉저항형,medium,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-17,prealarm_cond_dtw_mid_or_hi,119,68,29,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,confirmed_fault,confirmed_fault,개방/장치이상형,전압 변화형,RAW_OPEN_NOCRIT,확정고장이지만 vdrop/critical 증거가 약한 계열,"event_type=급작 고장,algorithm_family=개방/장치이상형,critical_source=none,anom_subtype=confirmed_fault,onset_method=runtime_trigger_only,root_or_group_common_cause,family=open_connection_partial,recurrence_or_secondary_window",0
BR023-076,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.8,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2,group_off,P1_cluster_false_positive_check,기본 hold: group episode 분리 전 subtype/전조 승격 금지,"group_off episode 안의 일시 환경 episode형 형태가 개별 패널 고장 징후인지, 같은 root/branch 동시 episode인지 확인","같은 panel_root_id/panel_branch_id 내 동시 strict date, group_off flag, secondary-window 재발성을 같이 확인",급작 고장,급작 발생,2025-11-15,,2025-11-13,,2025-11-13,strict_trigger,0,low,runtime_trigger_only,열화·오염·음영 계열,일시 환경 episode형,low,hold,common_cause,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,candidate subtype is held because root/group common-cause evidence must be separated before individual panel promotion,0,1,0,1,0,0,0,1,2025-07-21,prealarm_cond_hs_mid_or_hi,115,105,42,trigger_only_to_precursor,review_persistent_secondary_only,blocked_cluster_risk,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk,none,fault_like,fault_like_strong,불충분,불충분,RAW_UNCERTAIN,raw-only family 신뢰도가 충분치 않음,"event_type=급작 고장,algorithm_family=불충분,critical_source=none,anom_subtype=fault_like_strong,onset_method=runtime_trigger_only,root_or_group_common_cause,family=degradation_soiling_shadow,transient_or_sparse_degradation",0
